GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
93624	7.66e-01	5.65e-01	0.1039	-0.5750054	-0.0597584	800.12	TADA2B	transcriptional adaptor 2B
7534	7.66e-01	5.66e-01	0.056	0.574521	0.0321648	41644.1	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
26097	7.66e-01	5.66e-01	0.0779	0.5743266	0.0447385	1943.01	CHTOP	chromatin target of PRMT1
2968	7.66e-01	5.66e-01	0.1206	0.5742847	0.0692866	527.72	GTF2H4	general transcription factor IIH subunit 4
2339	7.66e-01	5.66e-01	0.1051	0.5742448	0.0603283	799.19	FNTA	farnesyltransferase, CAAX box, alpha
168451	7.66e-01	5.66e-01	0.0835	0.5739768	0.0479232	1708.2	THAP5	THAP domain containing 5
51256	7.66e-01	5.66e-01	0.161	-0.5738242	-0.0923764	274.36	TBC1D7	TBC1 domain family member 7
51300	7.67e-01	5.66e-01	0.0908	0.5732546	0.0520745	1269.8	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
23064	7.67e-01	5.67e-01	0.063	0.5729368	0.0360989	4009.36	SETX	senataxin
55175	7.67e-01	5.67e-01	0.1042	-0.5728098	-0.0596592	896.95	KLHL11	kelch like family member 11
9111	7.67e-01	5.67e-01	0.1442	-0.5726919	-0.0825977	432.05	NMI	N-myc and STAT interactor
4085	7.67e-01	5.67e-01	0.0827	0.5723526	0.047309	1915.9	MAD2L1	mitotic arrest deficient 2 like 1
1350	7.67e-01	5.67e-01	0.0634	-0.5723838	-0.0362689	5016.8	COX7C	cytochrome c oxidase subunit 7C
114792	7.67e-01	5.67e-01	0.2161	-0.5723145	-0.1236984	148.92	KLHL32	kelch like family member 32
51643	7.67e-01	5.67e-01	0.0814	0.5724263	0.0465758	2364.75	TMBIM4	transmembrane BAX inhibitor motif containing 4
23269	7.67e-01	5.67e-01	0.0615	-0.5722536	-0.0351881	4138.69	MGA	MAX dimerization protein MGA
3920	7.67e-01	5.67e-01	0.06	0.5722466	0.0343338	7715.69	LAMP2	lysosomal associated membrane protein 2
253714	7.67e-01	5.67e-01	0.0775	-0.5718389	-0.0443056	1969.8	MMS22L	MMS22 like, DNA repair protein
112268190	7.67e-01	5.68e-01	0.3739	-0.5717241	-0.2137418	47.87	LOC112268190	
84326	7.68e-01	5.68e-01	0.1366	0.5713863	0.0780371	421.44	METTL26	methyltransferase like 26
100506215	7.68e-01	5.68e-01	0.3246	0.5709858	0.185329	65.17	PAXBP1-AS1	PAXBP1 antisense RNA 1
642938	7.68e-01	5.68e-01	0.3123	-0.5708446	-0.178298	74.76	INSYN2A	inhibitory synaptic factor 2A
101928063	7.68e-01	5.68e-01	0.3116	-0.5707437	-0.1778718	70.29	ZNF230-DT	ZNF230 divergent transcript
3300	7.68e-01	5.68e-01	0.1278	-0.5703721	-0.0728836	632.78	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2
102723654	7.68e-01	5.68e-01	0.422	0.5703978	0.2406803	37.75	LOC102723654	uncharacterized LOC102723654
100996660	7.68e-01	5.68e-01	0.2161	-0.5704041	-0.1232727	152.97	LOC100996660	uncharacterized LOC100996660
148413	7.68e-01	5.69e-01	0.1217	0.5699907	0.0693629	587.79	MRPL20-AS1	MRPL20 antisense RNA 1
100506939	7.68e-01	5.69e-01	0.3734	-0.5697535	-0.212718	47.54	PRKG1-AS1	PRKG1 antisense RNA 1
150383	7.68e-01	5.69e-01	0.3537	-0.5697781	-0.2015194	54.5	CDPF1	cysteine rich DPF motif domain containing 1
101930420	7.68e-01	5.69e-01	0.4565	-0.5696692	-0.2600656	32.14	LOC101930420	DNA primase large subunit-like
375056	7.69e-01	5.69e-01	0.0762	-0.569392	-0.0434011	1978.41	MIA3	MIA SH3 domain ER export factor 3
100996579	7.69e-01	5.69e-01	0.2252	-0.5692857	-0.1281766	134.53	LINC01806	long intergenic non-protein coding RNA 1806
1293	7.69e-01	5.69e-01	0.2845	-0.5692223	-0.1619578	87.1	COL6A3	collagen type VI alpha 3 chain
100130890	7.69e-01	5.69e-01	0.1762	-0.5690867	-0.1002901	227.66	TSTD3	thiosulfate sulfurtransferase like domain containing 3
100129654	7.69e-01	5.70e-01	0.2502	-0.5687244	-0.1422856	113.48	TCF24	transcription factor 24
7186	7.69e-01	5.70e-01	0.1189	0.5687724	0.0676079	634.83	TRAF2	TNF receptor associated factor 2
105376333	7.69e-01	5.70e-01	0.4168	-0.5686358	-0.2369853	38.11	LOC105376333	uncharacterized LOC105376333
57532	7.69e-01	5.70e-01	0.0589	0.5686469	0.0334965	7113.27	NUFIP2	nuclear FMR1 interacting protein 2
84230	7.69e-01	5.70e-01	0.2414	-0.5682838	-0.1371675	116.04	LRRC8C	leucine rich repeat containing 8 VRAC subunit C
5519	7.69e-01	5.70e-01	0.0868	0.5684825	0.0493394	1297.1	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
605	7.69e-01	5.70e-01	0.1094	-0.5683598	-0.0621978	713.86	BCL7A	BAF chromatin remodeling complex subunit BCL7A
81926	7.69e-01	5.70e-01	0.2028	-0.5683113	-0.1152287	166.83	ABHD17A	abhydrolase domain containing 17A, depalmitoylase
55320	7.69e-01	5.70e-01	0.0781	0.5679735	0.0443697	2538.04	MIS18BP1	MIS18 binding protein 1
4701	7.69e-01	5.70e-01	0.1577	-0.5679154	-0.0895524	322.77	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
5716	7.70e-01	5.71e-01	0.0813	-0.5673105	-0.0461209	1934.22	PSMD10	proteasome 26S subunit, non-ATPase 10
7564	7.70e-01	5.71e-01	0.136	-0.5671543	-0.0771295	404.41	ZNF16	zinc finger protein 16
23360	7.70e-01	5.71e-01	0.0629	-0.56691	-0.0356769	3550.6	FNBP4	formin binding protein 4
9672	7.70e-01	5.71e-01	0.1103	-0.5668134	-0.0625093	828.34	SDC3	syndecan 3
9907	7.70e-01	5.71e-01	0.1531	0.5663654	0.0867296	390.21	AP5Z1	adaptor related protein complex 5 subunit zeta 1
1102	7.70e-01	5.71e-01	0.3214	-0.5664375	-0.1820773	69.1	RCBTB2	RCC1 and BTB domain containing protein 2
5260	7.70e-01	5.71e-01	0.097	0.5661652	0.0548938	1009.53	PHKG1	phosphorylase kinase catalytic subunit gamma 1
22891	7.70e-01	5.71e-01	0.3478	0.5660905	0.196882	56.52	ZNF365	zinc finger protein 365
9513	7.70e-01	5.71e-01	0.0869	-0.5658705	-0.0491822	1194.98	FXR2	FMR1 autosomal homolog 2
728118	7.71e-01	5.72e-01	0.3737	-0.5650786	-0.2111813	47.44	NUTM2A	NUT family member 2A
8718	7.71e-01	5.72e-01	0.3366	0.5648898	0.1901583	60.95	TNFRSF25	TNF receptor superfamily member 25
51585	7.71e-01	5.72e-01	0.0631	0.5649329	0.0356408	3517.68	PCF11	PCF11 cleavage and polyadenylation factor subunit
23557	7.71e-01	5.73e-01	0.102	-0.564284	-0.0575473	787.35	SNAPIN	SNAP associated protein
283755	7.71e-01	5.73e-01	0.153	-0.5642466	-0.08634	327.26	HERC2P3	HERC2 pseudogene 3
373863	7.72e-01	5.73e-01	0.2186	0.5638228	0.1232325	142.54	DND1	DND microRNA-mediated repression inhibitor 1
118433	7.72e-01	5.73e-01	0.247	0.5636022	0.1392162	111.9	RPL23AP7	ribosomal protein L23a pseudogene 7
100128055	7.72e-01	5.73e-01	0.4259	-0.5635267	-0.239996	36.95	SMARCA5-AS1	SMARCA5 antisense RNA 1
117143	7.72e-01	5.73e-01	0.1026	-0.5633225	-0.0577861	811.21	TADA1	transcriptional adaptor 1
6143	7.72e-01	5.73e-01	0.059	-0.5630352	-0.0332098	9863.95	RPL19	ribosomal protein L19
113828	7.72e-01	5.74e-01	0.1755	-0.5626614	-0.0987371	231.56	FAM83F	family with sequence similarity 83 member F
5504	7.73e-01	5.74e-01	0.0751	0.5622207	0.0421974	2829.61	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2
5325	7.73e-01	5.74e-01	0.2169	0.561947	0.1218662	145.62	PLAGL1	PLAG1 like zinc finger 1
142686	7.73e-01	5.74e-01	0.328	-0.5615512	-0.1842003	62.79	ASB14	ankyrin repeat and SOCS box containing 14
328	7.73e-01	5.75e-01	0.0549	0.5613145	0.0307897	7990.65	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1
9572	7.73e-01	5.75e-01	0.3042	0.5613695	0.1707808	72.65	NR1D1	nuclear receptor subfamily 1 group D member 1
4261	7.73e-01	5.75e-01	0.1623	-0.5611581	-0.0910801	274.71	CIITA	class II major histocompatibility complex transactivator
6314	7.74e-01	5.75e-01	0.0627	0.5607589	0.0351635	3574.12	ATXN7	ataxin 7
126382	7.74e-01	5.75e-01	0.0849	0.56034	0.0475607	1434.55	NR2C2AP	nuclear receptor 2C2 associated protein
127495	7.74e-01	5.75e-01	0.3978	0.5601892	0.2228519	43.15	LRRC39	leucine rich repeat containing 39
100134868	7.74e-01	5.75e-01	0.2916	-0.560118	-0.1633201	78.5	LOC100134868	uncharacterized LOC100134868
51106	7.74e-01	5.75e-01	0.2257	0.5600179	0.1263974	137.66	TFB1M	transcription factor B1, mitochondrial
57795	7.74e-01	5.76e-01	0.1948	-0.5598051	-0.1090372	187.96	BRINP2	BMP/retinoic acid inducible neural specific 2
317749	7.74e-01	5.76e-01	0.1168	-0.5597777	-0.0653842	587.28	DHRS4L2	dehydrogenase/reductase 4 like 2
163590	7.74e-01	5.76e-01	0.0786	0.559676	0.0440124	2151.56	TOR1AIP2	torsin 1A interacting protein 2
6187	7.74e-01	5.76e-01	0.0562	-0.5593976	-0.0314415	18764.96	RPS2	ribosomal protein S2
653659	7.74e-01	5.76e-01	0.1067	0.5589124	0.0596176	879.27	TMEM183BP	transmembrane protein 183B, pseudogene
9752	7.74e-01	5.76e-01	0.231	0.558947	0.1291381	128.12	PCDHA9	protocadherin alpha 9
9585	7.74e-01	5.76e-01	0.0847	0.5589193	0.0473418	1663.27	KIF20B	kinesin family member 20B
58485	7.75e-01	5.76e-01	0.0931	-0.5586983	-0.052015	1067	TRAPPC1	trafficking protein particle complex subunit 1
11070	7.75e-01	5.76e-01	0.1462	0.5585979	0.0816412	368.38	TMEM115	transmembrane protein 115
102724748	7.75e-01	5.77e-01	0.2068	-0.5581237	-0.1154366	161.62	LOC102724748	
55521	7.75e-01	5.77e-01	0.1663	0.5578975	0.0927538	275.2	TRIM36	tripartite motif containing 36
5586	7.76e-01	5.78e-01	0.0741	-0.5567259	-0.041271	2036.81	PKN2	protein kinase N2
23118	7.76e-01	5.78e-01	0.0655	-0.5566537	-0.0364774	4165.21	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
1479	7.76e-01	5.78e-01	0.0927	0.5564808	0.051594	1050.11	CSTF3	cleavage stimulation factor subunit 3
256586	7.76e-01	5.78e-01	0.1573	0.5564955	0.0875428	349.73	LYSMD2	LysM domain containing 2
64755	7.76e-01	5.78e-01	0.0956	-0.5569821	-0.0532452	1259.58	RUSF1	RUS family member 1
11232	7.76e-01	5.78e-01	0.1332	0.5567799	0.0741774	416.32	POLG2	DNA polymerase gamma 2, accessory subunit
101927151	7.76e-01	5.78e-01	0.2571	-0.5565832	-0.1431064	105.39	LINC02987	long intergenic non-protein coding RNA 2987
7737	7.76e-01	5.78e-01	0.1168	0.5567252	0.0649978	591.56	RNF113A	ring finger protein 113A
29115	7.76e-01	5.78e-01	0.0664	-0.5563385	-0.0369432	2865.89	SAP30BP	SAP30 binding protein
57414	7.76e-01	5.78e-01	0.0844	0.5558755	0.0468891	1624.67	RHBDD2	rhomboid domain containing 2
6738	7.76e-01	5.79e-01	0.071	-0.5555662	-0.0394667	2513.47	RO60	Ro60, Y RNA binding protein
6574	7.76e-01	5.79e-01	0.0723	-0.5554524	-0.0401555	2785.54	SLC20A1	solute carrier family 20 member 1
23137	7.76e-01	5.79e-01	0.0707	0.5553755	0.0392743	2298.69	SMC5	structural maintenance of chromosomes 5
5347	7.76e-01	5.79e-01	0.078	0.5554023	0.0432964	1724.27	PLK1	polo like kinase 1
10121	7.77e-01	5.79e-01	0.0734	0.5551882	0.040741	1977.67	ACTR1A	actin related protein 1A
145553	7.77e-01	5.79e-01	0.2105	-0.5548037	-0.116812	154.75	MDP1	magnesium dependent phosphatase 1
25828	7.77e-01	5.79e-01	0.1011	0.5547722	0.0560846	984.25	TXN2	thioredoxin 2
56623	7.77e-01	5.79e-01	0.1668	-0.5543381	-0.0924698	269.79	INPP5E	inositol polyphosphate-5-phosphatase E
652	7.77e-01	5.79e-01	0.1615	-0.5544357	-0.0895502	283.87	BMP4	bone morphogenetic protein 4
115509	7.77e-01	5.79e-01	0.1113	0.55453	0.0617126	636.26	ZNF689	zinc finger protein 689
28958	7.77e-01	5.79e-01	0.114	-0.5543744	-0.0631947	607.45	COA3	cytochrome c oxidase assembly factor 3
10036	7.77e-01	5.79e-01	0.0908	-0.5541304	-0.0503218	1103.64	CHAF1A	chromatin assembly factor 1 subunit A
64901	7.77e-01	5.80e-01	0.1022	0.5539994	0.0565946	807.43	RANBP17	RAN binding protein 17
133015	7.77e-01	5.80e-01	0.1361	0.553667	0.075335	410.82	PACRGL	parkin coregulated like
554203	7.77e-01	5.80e-01	0.159	-0.5533377	-0.0880064	286.18	JPX	JPX transcript, XIST activator
9204	7.78e-01	5.80e-01	0.1208	0.5527503	0.0667908	540.48	ZMYM6	zinc finger MYM-type containing 6
138716	7.78e-01	5.80e-01	0.1641	0.5529652	0.090739	276.53	RPP25L	ribonuclease P/MRP subunit p25 like
102723340	7.78e-01	5.80e-01	0.2159	-0.552863	-0.119354	155.46	LOC102723340	uncharacterized LOC102723340
2621	7.78e-01	5.80e-01	0.2659	0.5528117	0.1470196	98.06	GAS6	growth arrest specific 6
100505915	7.78e-01	5.80e-01	0.2759	0.5526791	0.1524867	90.43	LOC100505915	uncharacterized LOC100505915
441242	7.78e-01	5.81e-01	0.234	-0.5525624	-0.1293084	128.75	LINC03006	long intergenic non-protein coding RNA 3006
5244	7.78e-01	5.81e-01	0.2916	-0.5524468	-0.1611201	78.48	ABCB4	ATP binding cassette subfamily B member 4
151230	7.78e-01	5.81e-01	0.1293	-0.5523088	-0.0714393	493.62	KLHL23	kelch like family member 23
221955	7.79e-01	5.82e-01	0.1072	-0.5509395	-0.0590825	815.06	DAGLB	diacylglycerol lipase beta
441294	7.79e-01	5.82e-01	0.3153	-0.5505865	-0.1736141	67.66	CTAGE15	CTAGE family member 15
219988	7.79e-01	5.82e-01	0.0713	0.5501277	0.0391992	2200.35	PATL1	PAT1 homolog 1, processing body mRNA decay factor
79869	7.79e-01	5.82e-01	0.0597	-0.5500344	-0.0328562	5323.96	CPSF7	cleavage and polyadenylation specific factor 7
57458	7.79e-01	5.82e-01	0.1715	-0.5501115	-0.094341	241.03	TMCC3	transmembrane and coiled-coil domain family 3
57336	7.79e-01	5.82e-01	0.1491	-0.5502305	-0.0820579	348.86	ZNF287	zinc finger protein 287
8496	7.80e-01	5.83e-01	0.0861	-0.5494859	-0.0473049	1278.21	PPFIBP1	PPFIA binding protein 1
7391	7.80e-01	5.83e-01	0.1136	-0.548913	-0.0623304	738.79	USF1	upstream transcription factor 1
400798	7.80e-01	5.83e-01	0.4129	-0.5488881	-0.2266622	40.19	C1orf220	chromosome 1 putative open reading frame 220
10475	7.80e-01	5.83e-01	0.1575	-0.5489333	-0.086444	310.39	TRIM38	tripartite motif containing 38
89894	7.80e-01	5.83e-01	0.1101	0.5489191	0.0604573	693.1	TMEM116	transmembrane protein 116
171177	7.80e-01	5.83e-01	0.1492	-0.5491424	-0.0819487	358.55	RHOV	ras homolog family member V
84292	7.80e-01	5.83e-01	0.1172	-0.5491671	-0.064352	694.45	WDR83	WD repeat domain 83
100287765	7.80e-01	5.83e-01	0.1782	-0.5488805	-0.0978067	220.45	LINC00630	long intergenic non-protein coding RNA 630
101927895	7.80e-01	5.83e-01	0.2754	0.5486209	0.1510633	95.37	EMC1-AS1	EMC1 antisense RNA 1
79847	7.80e-01	5.83e-01	0.1296	0.5486966	0.0711063	480.96	MFSD13A	major facilitator superfamily domain containing 13A
58495	7.80e-01	5.83e-01	0.2402	0.5484897	0.1317375	131.92	OVOL2	ovo like zinc finger 2
225689	7.80e-01	5.83e-01	0.378	0.5483107	0.2072403	48.14	MAPK15	mitogen-activated protein kinase 15
727956	7.81e-01	5.84e-01	0.1377	-0.5476942	-0.0754221	417.31	SDHAP2	SDHA pseudogene 2
148022	7.81e-01	5.84e-01	0.3389	0.5477386	0.1856286	68.79	TICAM1	TIR domain containing adaptor molecule 1
344595	7.81e-01	5.84e-01	0.2847	-0.5473658	-0.1558295	95.74	DUBR	DPPA2 upstream binding RNA
107984659	7.81e-01	5.84e-01	0.36	-0.5470807	-0.1969382	52.22	LOC107984659	
55471	7.81e-01	5.85e-01	0.1139	-0.5468007	-0.0622712	626.87	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7
64151	7.81e-01	5.84e-01	0.0841	0.5468889	0.0459791	1493.55	NCAPG	non-SMC condensin I complex subunit G
80764	7.81e-01	5.85e-01	0.1808	0.5467907	0.0988609	215.64	THAP7	THAP domain containing 7
29982	7.81e-01	5.85e-01	0.12	0.5466833	0.0656215	538.84	NRBF2	nuclear receptor binding factor 2
26122	7.81e-01	5.85e-01	0.0817	0.546387	0.0446462	1578.67	EPC2	enhancer of polycomb homolog 2
101927934	7.81e-01	5.85e-01	0.2937	-0.5464217	-0.1604926	82.08	LINC01843	long intergenic non-protein coding RNA 1843
8829	7.81e-01	5.85e-01	0.0662	-0.546296	-0.0361693	2974.27	NRP1	neuropilin 1
101929664	7.81e-01	5.85e-01	0.3592	-0.5463348	-0.1962661	52.2	HORMAD2-AS1	HORMAD2 and MTMR3 antisense RNA 1
197342	7.81e-01	5.85e-01	0.375	-0.5461429	-0.2048302	50.27	EME2	essential meiotic structure-specific endonuclease subunit 2
101928953	7.81e-01	5.85e-01	0.1938	-0.54606	-0.1058259	184.75	LOC101928953	uncharacterized LOC101928953
23770	7.82e-01	5.86e-01	0.1873	-0.54509	-0.1020751	1460.5	FKBP8	FKBP prolyl isomerase 8
1891	7.82e-01	5.86e-01	0.0907	0.545148	0.0494255	1974.79	ECH1	enoyl-CoA hydratase 1
51567	7.82e-01	5.86e-01	0.0811	-0.544726	-0.0441709	1532.38	TDP2	tyrosyl-DNA phosphodiesterase 2
137682	7.82e-01	5.86e-01	0.0928	-0.5447822	-0.0505503	1099.04	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6
9024	7.82e-01	5.86e-01	0.307	-0.5449549	-0.1673132	72.75	BRSK2	BR serine/threonine kinase 2
8558	7.82e-01	5.86e-01	0.084	-0.54487	-0.0457623	1435.22	CDK10	cyclin dependent kinase 10
1376	7.82e-01	5.86e-01	0.103	-0.5442912	-0.0560647	824.57	CPT2	carnitine palmitoyltransferase 2
81559	7.82e-01	5.86e-01	0.1183	0.5443454	0.0643715	618.07	TRIM11	tripartite motif containing 11
11068	7.82e-01	5.86e-01	0.202	0.5443996	0.1099911	191.12	CYB561D2	cytochrome b561 family member D2
94081	7.82e-01	5.86e-01	0.0653	-0.5445213	-0.0355456	5351.64	SFXN1	sideroflexin 1
4595	7.82e-01	5.87e-01	0.1491	0.5437901	0.081059	336.4	MUTYH	mutY DNA glycosylase
64975	7.82e-01	5.87e-01	0.2996	-0.5439032	-0.1629542	358.58	MRPL41	mitochondrial ribosomal protein L41
9098	7.82e-01	5.87e-01	0.2439	-0.5438259	-0.1326212	113.82	USP6	ubiquitin specific peptidase 6
5141	7.82e-01	5.86e-01	0.4143	-0.5440207	-0.2253678	38.72	PDE4A	phosphodiesterase 4A
493856	7.82e-01	5.87e-01	0.099	-0.5434881	-0.053795	889.72	CISD2	CDGSH iron sulfur domain 2
57410	7.83e-01	5.87e-01	0.0902	0.5431852	0.0490071	1901.6	SCYL1	SCY1 like pseudokinase 1
10426	7.83e-01	5.87e-01	0.0941	0.5431675	0.0510869	970.35	TUBGCP3	tubulin gamma complex associated protein 3
148137	7.83e-01	5.87e-01	0.0979	0.5425135	0.0531271	931.42	PROSER3	proline and serine rich 3
10204	7.83e-01	5.88e-01	0.0632	0.5423652	0.0342909	3699.22	NUTF2	nuclear transport factor 2
112724	7.83e-01	5.88e-01	0.1204	-0.5422386	-0.0652779	559.46	RDH13	retinol dehydrogenase 13
100129460	7.83e-01	5.88e-01	0.1568	0.5419991	0.0850011	290.36	DPY19L1P1	DPY19L1 pseudogene 1
7283	7.83e-01	5.88e-01	0.0745	0.5419881	0.0403794	2142.55	TUBG1	tubulin gamma 1
9415	7.84e-01	5.88e-01	0.1681	0.5414232	0.0910097	274.2	FADS2	fatty acid desaturase 2
55634	7.84e-01	5.88e-01	0.1729	-0.5413892	-0.0936095	246.43	KRBOX4	KRAB box domain containing 4
55010	7.84e-01	5.88e-01	0.1014	-0.5412757	-0.054865	985.5	PARPBP	PARP1 binding protein
26134	7.84e-01	5.88e-01	0.1942	-0.5410441	-0.1050659	182.91	RALGAPA1P1	RALGAPA1 pseudogene 1
83605	7.84e-01	5.89e-01	0.1168	0.5406384	0.0631207	630.81	CCM2	CCM2 scaffold protein
8209	7.84e-01	5.89e-01	0.0923	-0.5403409	-0.0498547	1107.51	GATD3	glutamine amidotransferase class 1 domain containing 3
55192	7.85e-01	5.89e-01	0.1523	-0.5400775	-0.0822393	321.32	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17
63899	7.85e-01	5.89e-01	0.1198	-0.5395959	-0.0646535	551.65	NSUN3	NOP2/Sun RNA methyltransferase 3
1843	7.85e-01	5.90e-01	0.1739	-0.5394928	-0.0938028	270.7	DUSP1	dual specificity phosphatase 1
9493	7.85e-01	5.89e-01	0.0716	-0.5398334	-0.0386335	3732.31	KIF23	kinesin family member 23
8178	7.85e-01	5.90e-01	0.1577	0.5394571	0.0850836	309.93	ELL	elongation factor for RNA polymerase II
11012	7.85e-01	5.90e-01	0.4041	0.5395489	0.2180557	43.7	KLK11	kallikrein related peptidase 11
90736	7.85e-01	5.90e-01	0.1488	0.5395436	0.0803086	328.64	FAM104B	family with sequence similarity 104 member B
9383	7.85e-01	5.90e-01	0.0698	-0.5393909	-0.0376561	2494.11	TSIX	TSIX transcript, XIST antisense RNA
51084	7.85e-01	5.90e-01	0.1026	0.5391974	0.0553212	810.13	CRYL1	crystallin lambda 1
728715	7.85e-01	5.90e-01	0.3025	-0.5390839	-0.1630907	74.72	LOC728715	ovostatin homolog 2
64428	7.85e-01	5.90e-01	0.1388	-0.5389249	-0.0747816	398.26	CIAO3	cytosolic iron-sulfur assembly component 3
4094	7.85e-01	5.90e-01	0.151	0.5386314	0.0813288	315.14	MAF	MAF bZIP transcription factor
25999	7.85e-01	5.90e-01	0.389	-0.538572	-0.2095186	45.83	CLIP3	CAP-Gly domain containing linker protein 3
4795	7.85e-01	5.90e-01	0.1831	-0.5381565	-0.0985233	213.28	NFKBIL1	NFKB inhibitor like 1
9863	7.85e-01	5.90e-01	0.358	-0.5382109	-0.1926756	53.1	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
1161	7.85e-01	5.91e-01	0.1522	0.5376589	0.0818124	389.52	ERCC8	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
153241	7.85e-01	5.91e-01	0.0845	0.5376045	0.0454401	1301.05	CEP120	centrosomal protein 120
6619	7.85e-01	5.91e-01	0.0824	-0.5376659	-0.0443232	1656.98	SNAPC3	small nuclear RNA activating complex polypeptide 3
91875	7.85e-01	5.91e-01	0.0994	-0.5375799	-0.0534198	861.68	TTC5	tetratricopeptide repeat domain 5
10084	7.85e-01	5.91e-01	0.1051	0.5377547	0.0565101	888.11	PQBP1	polyglutamine binding protein 1
55425	7.85e-01	5.91e-01	0.1002	-0.5374748	-0.0538577	978.2	GPALPP1	GPALPP motifs containing 1
100507178	7.86e-01	5.92e-01	0.3999	-0.5361583	-0.2144043	41.64	SLFNL1-AS1	SLFNL1 antisense RNA 1
100527964	7.86e-01	5.92e-01	0.2641	0.5362803	0.1416245	96.79	LHX4-AS1	LHX4 antisense RNA 1
101927492	7.86e-01	5.92e-01	0.2596	0.5363833	0.1392258	103.05	MRPS9-AS1	MRPS9 antisense RNA 1
11014	7.86e-01	5.92e-01	0.0538	-0.5363654	-0.0288657	10381.93	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
157567	7.86e-01	5.92e-01	0.1198	0.535803	0.0641648	572.96	ANKRD46	ankyrin repeat domain 46
90390	7.86e-01	5.92e-01	0.1908	-0.5363423	-0.1023203	195.33	MED30	mediator complex subunit 30
983	7.86e-01	5.91e-01	0.0726	0.5370337	0.0389867	3960.96	CDK1	cyclin dependent kinase 1
6240	7.86e-01	5.91e-01	0.0636	-0.5369346	-0.0341554	5162.14	RRM1	ribonucleotide reductase catalytic subunit M1
114971	7.86e-01	5.91e-01	0.0693	0.5368848	0.0371859	2475.4	PTPMT1	protein tyrosine phosphatase mitochondrial 1
221	7.86e-01	5.92e-01	0.1955	-0.536601	-0.1048822	182.08	ALDH3B1	aldehyde dehydrogenase 3 family member B1
283464	7.86e-01	5.92e-01	0.0789	-0.5359335	-0.0422755	1972.58	GXYLT1	glucoside xylosyltransferase 1
221150	7.86e-01	5.91e-01	0.0882	0.5371822	0.047386	1226.93	SKA3	spindle and kinetochore associated complex subunit 3
87769	7.86e-01	5.92e-01	0.2976	-0.5359276	-0.1595183	76.24	GGACT	gamma-glutamylamine cyclotransferase
55017	7.86e-01	5.92e-01	0.075	0.5362809	0.0402173	1927.6	C14orf119	chromosome 14 open reading frame 119
51004	7.86e-01	5.91e-01	0.1278	-0.5371165	-0.0686487	461.34	COQ6	coenzyme Q6, monooxygenase
84529	7.86e-01	5.92e-01	0.1736	0.536205	0.0931	237.14	CDIN1	CDAN1 interacting nuclease 1
100130015	7.86e-01	5.91e-01	0.1916	0.536666	0.1028146	202.97	URAHP	urate (hydroxyiso-) hydrolase, pseudogene
26145	7.86e-01	5.92e-01	0.1609	-0.5363717	-0.0863171	293.71	IRF2BP1	interferon regulatory factor 2 binding protein 1
22839	7.86e-01	5.92e-01	0.1033	-0.5358024	-0.0553632	916.62	DLGAP4	DLG associated protein 4
9463	7.86e-01	5.92e-01	0.171	-0.5360071	-0.0916587	283.75	PICK1	protein interacting with PRKCA 1
2784	7.86e-01	5.93e-01	0.4228	-0.5352146	-0.2263143	38.54	GNB3	G protein subunit beta 3
9448	7.86e-01	5.93e-01	0.065	-0.5350291	-0.0347581	3882.93	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4
3875	7.86e-01	5.93e-01	0.0581	0.5350786	0.0310976	139084.39	KRT18	keratin 18
9181	7.86e-01	5.93e-01	0.1247	0.534588	0.0666407	501.6	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
79165	7.86e-01	5.93e-01	0.1666	-0.5345997	-0.0890701	277.85	LENG1	leukocyte receptor cluster member 1
55184	7.86e-01	5.93e-01	0.2334	0.5345314	0.1247643	133.69	DZANK1	double zinc ribbon and ankyrin repeat domains 1
84536	7.86e-01	5.93e-01	0.1621	0.5346139	0.0866768	318.03	LINC01547	long intergenic non-protein coding RNA 1547
101928492	7.86e-01	5.93e-01	0.4019	-0.5342403	-0.2147278	41.15	OR2A1-AS1	OR2A1 antisense RNA 1
7813	7.87e-01	5.93e-01	0.129	0.5338306	0.068839	454.78	EVI5	ecotropic viral integration site 5
119385	7.87e-01	5.93e-01	0.3735	0.5338845	0.199413	49.04	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
7251	7.87e-01	5.93e-01	0.075	-0.5339315	-0.0400554	2120.28	TSG101	tumor susceptibility 101
